ID,YEAR,DAY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,LOCATION_NAME,latitude,longitude,REGION_CODE,MAXIMUM_WATER_HEIGHT
2372,1988,6,91,7.2,BANGLADESH,JAMUNA RIVER, ARICHA, BANGLADESH,25.149,95.127
2184,1988,10,36,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.258,160.896,82,0.09
2185,1989,23,10,8.1,AUSTRALIA,MACQUARIE ISLAND,-52.341,160.568,81,0.1
2186,1989,26,9,6.5,USA,HAWAII,19.362,-155.083,80,0.29
2187,1989,4,11,7.1,USA,SEMIDI ISLANDS, AK,55.543,-156.835,87
2188,1989,18,19,6.9,USA,N. CALIFORNIA,37.036,-121.883,88,1
2189,1989,29,10,6.5,JAPAN,N. HONSHU ISLAND,39.571,143.333,85,0.11
2919,1989,29,,5.9,ALGERIA,ALGIERS, CHERCHELL, TIPAZA,36.788,2.448
2369,1989,1,26,4.4,USA TERRITORY,PUERTO RICO,18.986,-68.833,74,0.1
2190,1989,1,29,7.4,JAPAN,JAPAN,39.837,142.76,85,0.9
5440,1990,8,26,6.6,PHILIPPINES,PHILIPPINES,9.755,124.694,84,2.1
2191,1990,20,14,6.4,JAPAN,JAPAN,34.706,139.252,85,0.16
2192,1990,25,22,7,COSTA RICA,COSTA RICA,9.919,-84.808,88,1
2194,1990,5,11,7.5,USA TERRITORY,MARIANA TRENCH, N. MARIANA ISLANDS,15.125,147.596,81
2195,1990,,,,PHILIPPINES,CANIGUIN IS.,PHILIPPINES,7,126,84
2196,1990,23,10,6.5,JAPAN,W. OF BONIN ISLANDS, IZU IS., JAPAN,33.267,138.643
2197,1990,13,11,5.3,ITALY,EASTERN SICILY,37.3,15.438,50,0.1
2198,1990,13,10,6.3,TAIWAN,TAIWAN,23.722,121.627,84,0.04
2920,1991,4,,,GREECE,EAST AEGEAN SEA,37.7,26.3,50,
2199,1991,9,10,6.9,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.929,159.139,82,0.1
2200,1991,16,39,5.7,RUSSIA,N. KURIL ISLANDS,48.268,154.328,86,0.1
2201,1991,21,20,6.7,USA,BERING SEA, AK,58.427,-175.45,87
2202,1991,22,10,7.6,COSTA RICA,LIMON, PANDORA,9.685,-83.073,74
2203,1991,7,,,GREECE,EAST AEGEAN SEA,37.133,26.833,50,0.5
2205,1991,14,23,7.2,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.094,158.442,82,0.15
2206,1991,22,24,7.6,RUSSIA,S. KURIL ISLANDS,45.533,151.021,86,0.52
2207,1992,5,,3.7,CHINA,SOUTH CHINA SEA,18,108,84,0.8
2208,1992,25,15,7.2,USA,CAPE MENDOCINO, N. CALIFORNIA,40.368,-124.316,88
2209,1992,17,33,7.3,PHILIPPINES,PHILIPPINES,7.191,126.762,84,6
2210,1992,27,19,7.1,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.122,165.239,82,0.1
2462,1992,3,,,USA,DAYTONA BEACH, FL,,,75
2211,1992,18,29,7,JAPAN,HONSHU ISLAND,39.419,143.33,85,0.3
5427,1992,11,16,6.3,JAPAN,,32.536,141.641,85,
2213,1992,2,40,7.7,NICARAGUA,NICARAGUA,11.727,-87.386,88,9.9
2214,1992,12,28,7.8,INDONESIA,FLORES SEA,-8.48,121.896,60,26.2
2215,1993,7,11,6.3,JAPAN,HONSHU ISLAND,37.634,137.245,85,0.5
5602,1993,12,10,6.4,WALLIS AND FUTUNA (FRENCH TERRITORY),FUTUNA,-14.385,-178.252,81,
2218,1993,8,71,7.5,RUSSIA,KAMCHATKA,51.218,157.829,86,0.1
5515,1993,18,20,6.6,NEW ZEALAND,KERMADEC ISLANDS,-28.886,-176.819,81,
2219,1993,12,17,7.7,JAPAN,SEA OF JAPAN,42.851,139.197,85,32
2220,1993,7,13,6.3,JAPAN,JAPAN,41.985,139.839,85,0.16
2221,1993,8,59,7.8,USA TERRITORY,GUAM, MARIANA ISLANDS,12.982,144.801,81
2222,1993,13,34,7,RUSSIA,KAMCHATKA,51.934,158.647,86,0.05
5405,1994,4,,,USA,COREA HARBOR, MAINE,44.4,-67.97,75
2223,1994,17,18,6.7,USA,WEST COAST, USA,34.213,-118.537,88
2224,1994,21,20,7,INDONESIA,HALMAHERA,1.015,127.733,83,2
2225,1994,15,23,6.9,INDONESIA,SOUTHERN SUMATRA,-4.967,104.302,60,
2226,1994,8,13,6.4,JAPAN,HOKKAIDO ISLAND,40.608,143.683,85,0.11
4249,1994,28,,,NORWAY,WESTERN NORWAY,61.267,6.583,73,4
5428,1994,24,16,6.5,TAIWAN,TAIWAN,23.959,122.448,84,0.02
2227,1994,2,18,7.8,INDONESIA,SOUTH OF JAVA,-10.477,112.835,60,13.9
2592,1994,3,26,6.6,INDONESIA,SOUTH OF JAVA,-10.362,112.892,60,3.7
5576,1994,4,11,6.5,INDONESIA,SOUTH OF JAVA,-10.777,113.366,60,
2593,1994,5,17,6.1,INDONESIA,SOUTH OF JAVA,-10.341,113.369,60,3
2228,1994,1,10,7,USA,N. CALIFORNIA,40.402,-125.68,88,0.07
2229,1994,19,,,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-4.238,152.214,82,1.2
2230,1994,4,14,8.3,RUSSIA,S. KURIL ISLANDS,43.773,147.321,86,10.4
2231,1994,8,17,6.8,INDONESIA,HALMAHERA,-1.258,127.98,83,3
2232,1994,9,33,7.3,RUSSIA,S. KURIL ISLANDS,43.905,147.916,86,0.2
2233,1994,4,,,USA,SKAGWAY, AK,59.5,-135.3,87
2234,1994,14,32,7.1,PHILIPPINES,PHILIPPINE ISLANDS,13.525,121.067,84,7.3
2235,1994,28,27,7.8,JAPAN,TOHUKU, JAPAN,40.525,143.419,85
2236,1995,16,22,6.9,JAPAN,KOBE, JAPAN,34.583,135.018,85
2240,1995,7,21,7.4,SAMOA,SAMOA ISLANDS,-15.199,-173.529,81,0.09
2241,1995,21,21,7.2,PHILIPPINES,SAMAR ISLAND,12.059,125.58,84,0.2
2242,1995,21,23,6.8,PHILIPPINES,SAMAR ISLAND,12.047,125.92,84,0.2
2244,1995,13,14,6.6,GREECE,GREECE,40.149,21.695,50,
2245,1995,14,13,6.9,INDONESIA,TIMOR SEA,-8.452,125.049,60,4
2246,1995,16,20,7.7,NEW CALEDONIA,LOYALTY ISLANDS,-23.008,169.9,82,0.5
2247,1995,27,11,7.1,RUSSIA,SAKHALIN ISLAND,52.629,142.827,86,0.1
2248,1995,15,14,6.5,GREECE,GULF OF CORINTH: AIYION,38.401,22.283,50,1
2249,1995,30,46,8,CHILE,NORTHERN CHILE,-23.34,-70.294,89,3
2250,1995,16,30,7.7,PAPUA NEW GUINEA,SOLOMON SEA,-5.799,154.178,82,0.6
2251,1995,14,23,7.4,MEXICO,S. MEXICO,16.779,-98.597,88,0.4
2252,1995,9,33,8,MEXICO,S. MEXICO,19.055,-104.205,88,11
2253,1995,18,28,7.1,JAPAN,RYUKYU ISLANDS,27.929,130.175,85,2.59
2254,1995,19,20,6.8,JAPAN,RYUKYU ISLANDS,28.094,130.148,85,1.5
2255,1995,1,20,6.7,CHILE,NORTHERN CHILE,-28.906,-71.417,89,0.1
2256,1995,22,10,7.2,EGYPT,EGYPT,28.826,34.799,30,0.1
2257,1995,3,33,7.9,RUSSIA,S. KURIL ISLANDS,44.663,149.3,86,1.1
2259,1996,1,24,7.9,INDONESIA,SULAWESI,0.729,119.931,83,3.43
2258,1996,1,,,GREECE,W. CORINTH GULF,38.367,22.083,50,2
2392,1996,2,,,RUSSIA,KARYMSKOYE, KAMCHATKA, RUSSIA,54.05,159.43
2260,1996,17,33,8.2,INDONESIA,IRIAN JAYA,-0.891,136.952,83,7.7
2261,1996,21,10,7.5,PERU,N. PERU,-9.593,-79.587,89,5.1
2262,1996,25,21,7.1,MEXICO,MEXICO,15.978,-98.07,88,0.1
5242,1996,24,,,SWITZERLAND,LAKE BRIENZ,46.73,7.97,50,0.5
2263,1996,10,33,7.9,USA,ANDREANOF ISLANDS, AK,51.564,-177.632,87
2264,1996,10,24,7.3,USA,ANDREANOF ISLANDS, AK,51.478,-176.847,87
2265,1996,4,33,5.7,JAPAN,HONSHU ISLAND,31.555,139.931,85,0.3
2266,1996,5,10,6.9,CHILE,EASTER ISLAND REGION,-22.118,-113.436,89,0.09
5641,1996,5,20,6.8,TAIWAN,TAIWAN REGION,21.898,121.498,84,0.11
2267,1996,18,10,6.6,JAPAN,KYUSHU ISLAND,30.568,131.093,85,0.2
2268,1996,19,22,6.7,JAPAN,KYUSHU ISLAND,31.885,131.468,85,0.55
2269,1996,12,33,7.7,PERU,S. PERU,-14.993,-75.675,89,0.4
2270,1996,2,49,6.7,JAPAN,SEA OF JAPAN,31.789,131.314,85,0.2
5416,1997,10,,,HONDURAS,GULF OF FONSECA,13.1,-87.6,88,15
3032,1997,18,,,AUSTRALIA,NORFOLK ISLAND,,,81,
2273,1997,21,33,7.7,SOLOMON ISLANDS,SANTA CRUZ IS. VANUATU,-12.584,166.676,82,3
2274,1997,9,20,7,VENEZUELA,CARIACO-CUMANA,10.598,-63.486,74,
3034,1997,30,10,6.2,JAPAN,S. OF HONSHU ISLAND,31.959,141.878,85,0.03
2275,1997,14,167,7.7,TONGA,TONGA ISLANDS,-22.1,-176.77,81,0.1
2277,1997,5,33,7.8,RUSSIA,KAMCHATKA,54.841,162.035,86,8
2278,1997,14,,,RUSSIA,KAMCHATKA,54.841,162.035,86,8
2279,1997,26,,,MONTSERRAT,WHITE RIVER VALLEY,16.72,-62.18,74,3
4247,1998,19,,,NORWAY,WESTERN NORWAY,61.183,5.267,73,6
2587,1998,25,10,8.1,ANTARCTICA,BALLENY ISLANDS,-62.877,149.527,81,0.01
2280,1998,3,33,7.5,TAIWAN,TAIWAN:  SOUTHEAST OF,22.306,125.308,84,0.13
2281,1998,17,25,7,PAPUA NEW GUINEA,PAPUA NEW GUINEA,-2.943,142.582,82,15.03
2588,1998,29,33,7.7,INDONESIA,TALIABU ISLAND,,-2.071,124.891,83
2880,1999,20,,,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,74,2
2326,1999,17,13,7.6,TURKEY,KOCAELI, TURKEY,40.76,29.97,50
3229,1999,13,,,FRENCH POLYNESIA,FATU HIVA,-10.52,-138.67,81,8
2339,1999,26,33,7.5,VANUATU,VANUATU ISLANDS,-16.423,168.214,82,6.6
2350,2000,26,0,,PHILIPPINES,TAWI-TAWI, PHILIPPINES,5.1,120.15,84
2922,2000,5,38,5.5,GREECE,CRETE,34.22,25.69,50,0.5
2338,2000,4,26,7.6,INDONESIA,SULAWESI,-1.105,123.573,83,6
2341,2000,18,10,7.9,AUSTRALIA,SOUTH INDIAN OCEAN,-13.802,97.453,60,0.3
2340,2000,1,10,6.1,JAPAN,KOZU-SHIMA ISLAND, HONSHU,34.221,139.131,85
3508,2000,15,10,6.1,JAPAN,HONSHU: S COAST,34.319,139.26,85,0.07
3509,2000,30,10,6.5,JAPAN,HONSHU: S COAST,33.901,139.376,85,0.14
2353,2000,4,0,,USA,POINT ARGUELLO, S. CALIFORNIA,34.5,-120.65,88
2352,2000,16,33,8,PAPUA NEW GUINEA,BISMARCK SEA,-3.98,152.169,82,3
3535,2000,21,,,GREENLAND,PAATUUT (WEST GREENLAND),70.25,-52.75,72,50
5444,2001,13,60,7.7,EL SALVADOR,EL SALVADOR,13.049,-88.66,88,0.25
2373,2001,23,33,8.4,PERU,S. PERU,-16.265,-73.641,89,8.8
5609,2001,12,20,6.1,CANADA,QUEEN CHARLOTTE ISLANDS,52.63,-132.2,88,0.11
2404,2001,18,14,6.8,TAIWAN,TAIWAN,23.954,122.734,84,0.12
2397,2002,2,21,7.2,VANUATU,VANUATU ISLANDS,-17.6,167.856,82,3
2394,2002,5,31,7.5,PHILIPPINES,MINDANAO ISLAND, PHILIPPINES,6.033,124.249,84
2395,2002,26,33,6.4,JAPAN,JAPAN,23.346,124.09,85,0.05
2396,2002,31,33,7.1,TAIWAN,TAIWAN,24.279,122.179,84,0.2
2398,2002,8,13,7.6,PAPUA NEW GUINEA,BISMARCK SEA,-3.302,142.945,82,5.5
2399,2002,13,21,6.5,INDIA,ANDAMAN ISLANDS, INDIA,13.036,93.068,60
2400,2002,10,10,7.6,INDONESIA,IRIAN JAYA,-1.757,134.297,83,5
5532,2002,4,,,NEW ZEALAND,ALBERT TOWN,-44.7,169.2,81,
2923,2002,30,,,ITALY,STROMBOLI ISLAND,38.789,15.213,50,10.9
2401,2003,20,33,7.3,SOLOMON ISLANDS,SOLOMON ISLANDS,-10.491,160.77,82,2
2402,2003,22,24,7.5,MEXICO,S. MEXICO,18.77,-104.104,88,0.61
2403,2003,21,12,6.8,ALGERIA,N. ALGERIA,36.964,3.634,50,3
3618,2003,27,8,5.7,ALGERIA,ALGIERS,36.939,3.578,50,0.08
2694,2003,12,,,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,74,4
2953,2003,21,28,7.2,NEW ZEALAND,SOUTH ISLAND,-45.104,167.144,81,0.15
2406,2003,25,27,8.3,JAPAN,HOKKAIDO ISLAND,41.815,143.91,85,4.4
2428,2003,31,10,7,JAPAN,E. HONSHU ISLAND,37.812,142.619,85,0.32
2429,2003,17,33,7.8,USA,RAT ISLANDS, ALEUTIAN ISLANDS, AK,51.146,178.65
3015,2003,27,10,6.1,NEW CALEDONIA,LOYALTY ISLANDS,-22.107,169.35,82,0.15
2434,2004,28,17,6.7,INDONESIA,SERAM ISLAND,-3.12,127.4,83,
4562,2004,11,27,5.3,JORDAN,DEAD SEA,31.675,35.551,50,1
2436,2004,5,14,7.2,JAPAN,SOUTH COAST HONSHU ISLAND,33.07,136.618,85,0.63
2437,2004,5,10,7.4,JAPAN,SOUTH COAST HONSHU ISLAND,33.184,137.071,85,0.93
3012,2004,2,10,6.6,CANADA,VANCOUVER ISLAND,49.277,-128.772,88,0.06
3013,2004,11,10,7.5,INDONESIA,KEPULAUAN ALOR,-8.152,124.868,60,
2693,2004,21,14,6.3,GUADELOUPE (FRENCH TERRITORY),BASSE-TERRE, LES SAINTES,15.679,-61.706,74
5517,2004,22,10,7.1,NEW ZEALAND,PUYSEGUR TRENCH,-46.676,164.721,81,
2921,2004,28,39,7,JAPAN,HOKKAIDO ISLAND,43.006,145.119,85,0.12
3014,2004,23,10,8.1,AUSTRALIA,MACQUARIE ISLAND,-49.312,161.345,81,0.3
2439,2004,26,30,9.1,INDONESIA,OFF W. COAST OF SUMATRA,3.316,95.854,60,50.9
2466,2005,19,28,6.6,JAPAN,E. HONSHU ISLAND,34.064,141.491,85,0.39
4802,2005,14,12,5.8,GUADELOUPE (FRENCH TERRITORY),DOMINICA PASSAGE,15.775,-61.744,74,
2487,2005,28,30,8.7,INDONESIA,INDONESIA,2.085,97.108,60,4.2
2507,2005,10,19,6.7,INDONESIA,KEPULAUAN MENTAWAI,-1.644,99.607,60,0.4
2547,2005,15,10,7.2,USA,N. CALIFORNIA,41.301,-125.97,88,0.1
2548,2005,16,36,7.2,JAPAN,E. COAST HONSHU ISLAND,38.276,142.039,85,0.05
2590,2005,14,11,7,JAPAN,E. COAST HONSHU ISLAND,38.107,144.896,85,0.42
5611,2005,9,,,CANADA,BRITISH COLUMBIA,,,88,0.08
4336,2006,16,,,USA,COLUMBIA RIVER VALLEY, WA,,,88
2875,2006,14,30,6.7,INDONESIA,SERAM ISLAND,-3.595,127.214,83,3.5
2749,2006,3,55,8,TONGA,TONGA,-20.187,-174.123,81,0.27
2877,2006,20,,,MONTSERRAT,SOUFRIERE HILLS VOLCANO,16.722,-62.18,74,1
2832,2006,17,34,7.7,INDONESIA,SOUTH OF JAVA,-9.254,107.411,60,20.9
2972,2006,28,28,6.9,SAMOA,SAMOA ISLANDS,-16.592,-172.033,81,0.08
3017,2006,15,39,6.7,USA,HAWAII,19.878,-155.935,80,0.1
3016,2006,15,10,8.3,RUSSIA,S. KURIL ISLANDS,46.592,153.266,86,21.9
3622,2006,26,10,7,CHINA,TAIWAN,21.799,120.547,84,0.07
3019,2007,13,10,8.1,RUSSIA,S. KURIL ISLANDS,46.243,154.524,86,0.4
3038,2007,25,34,7.1,VANUATU,VANUATU ISLANDS,-20.617,169.357,82,0.08
3035,2007,25,8,6.7,JAPAN,HONSHU: W COAST,37.336,136.588,85,0.1
3037,2007,1,10,8.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.46,157.044,82,12.1
3044,2007,21,,6.2,CHILE,SOUTHERN CHILE,-45.285,-72.606,89,10
4311,2007,7,,,BULGARIA,BLACK SEA,43,29,40,3
3104,2007,16,10,6.6,JAPAN,HONSHU: W COAST,37.57,138.478,85,
3155,2007,2,5,6.2,RUSSIA,TATAR STRAIT,47.116,141.798,86,0.19
3156,2007,2,21,6.7,USA,ALEUTIAN ISLANDS, AK,51.307,-179.971,87
3168,2007,15,39,8,PERU,S. PERU,-13.386,-76.603,89,10.05
3598,2007,2,35,7.2,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-11.61,165.762,82,0.05
3228,2007,12,34,8.4,INDONESIA,SUMATRA,-4.438,101.367,60,5
3248,2007,30,10,7.4,NEW ZEALAND,AUCKLAND ISLANDS,-49.418,163.954,81,0.25
3293,2007,14,40,7.7,CHILE,NORTHERN CHILE,-22.247,-69.89,89,0.28
5441,2007,29,156,7.4,MARTINIQUE (FRENCH TERRITORY),,14.944,-61.274,74,
3348,2007,3,,,CANADA,CHEHALIS LAKE, CHILLIWACK,49.475,-121.847,88
3599,2007,9,153,7.8,KERMADEC ISLANDS,KERMADEC ISLANDS,-25.996,-177.514,81,0.03
3382,2008,25,25,6.5,INDONESIA,SUMATRA,-2.486,99.972,60,0.12
3505,2008,9,35,7.3,NEW CALEDONIA,LOYALTY ISLANDS,-20.071,168.892,82,0.16
3601,2008,28,32,6.4,VANUATU,VANUATU ISLANDS,-19.941,168.953,82,0.03
3586,2008,12,19,7.9,CHINA,SICHUAN PROVINCE,31.002,103.322,84,
3558,2008,19,22,6.9,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.552,142.214,85,0.2
3587,2008,8,,,USA,KASATOCHI VOLCANO, ALEUTIAN IS, AK,52.18,-175.5
3588,2008,26,10,5,ATLANTIC OCEAN,SOUTHERN ATLANTIC OCEAN,-52.533,26.417,77,
3589,2008,11,25,6.8,JAPAN,HOKKAIDO ISLAND,41.892,143.754,85,0.09
3621,2008,28,,,USA,MAINE,43.8,-69.7,75,2
3623,2008,16,30,7.3,INDONESIA,SULAWESI,1.271,122.091,83,0.13
3647,2009,3,17,7.6,INDONESIA,NEAR NORTH COAST,-0.414,132.885,83,0.39
3649,2009,3,23,7.3,INDONESIA,NEAR NORTH COAST,-0.691,133.305,83,
3691,2009,15,36,7.4,RUSSIA,KAMCHATKA,46.857,155.154,86,0.11
3692,2009,11,22,7.2,INDONESIA,CELEBES SEA,3.884,126.397,83,0.13
4312,2009,19,34,7.6,TONGA,TONGA,-23.046,-174.659,81,0.15
4356,2009,28,10,7.3,HONDURAS,OFF COAST,16.72,-86.236,74,4
4376,2009,15,12,7.8,NEW ZEALAND,OFF WEST COAST OF SOUTH ISLAND,-45.762,166.562,81,0.47
4419,2009,10,5,7.5,INDIA,ANDAMAN ISLANDS,14.099,92.888,60,0.01
4418,2009,10,40,6.4,JAPAN,HONSHU: S COAST,34.743,138.264,85,0.6
4482,2009,16,20,6.7,INDONESIA,SUMATRA,-1.479,99.49,60,0.18
4443,2009,25,,,USA,COLUMBIA RIVER VALLEY, WA,,,88
4440,2009,29,18,8.1,SAMOA,SAMOA ISLANDS,-15.489,-172.095,81,22.35
4441,2009,30,81,7.5,INDONESIA,SUMATRA,-0.72,99.867,60,0.27
4442,2009,7,45,7.6,VANUATU,VANUATU ISLANDS,-13.006,166.51,82,0.31
4522,2010,3,26,6.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.743,157.477,82,0.01
4523,2010,3,25,7.1,SOLOMON ISLANDS,SOLOMON ISLANDS,-8.799,157.346,82,7.52
4542,2010,5,15,6.8,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.019,157.551,82,0.03
4622,2010,12,13,7,HAITI,HAITI & DOMINICAN REPUBLIC,18.457,-72.533,74,3.21
4782,2010,26,25,7,JAPAN,RYUKYU ISLANDS,25.93,128.425,85,0.1
4682,2010,27,23,8.8,CHILE,CENTRAL CHILE,-36.122,-72.898,89,29
4722,2010,11,11,6.9,CHILE,CENTRAL CHILE,-34.29,-71.891,89,0.14
4763,2010,6,31,7.8,INDONESIA,SUMATRA,2.383,97.048,60,0.44
4762,2010,13,,,PERU,513 LAKE, HUALCAN GLACIER,-9.282,-77.645,89
5443,2010,13,,,COOK ISLANDS,MANGAIA ISLAND, COOK ISLANDS,-21.955,-157.92,81
4822,2010,29,,,USA TERRITORY,SOUTH OF SARIGAN IS, N. MARIANA IS,16.708,145.97,81
4902,2010,12,35,7.5,INDIA,LITTLE NICOBAR ISLAND,7.881,91.936,60,0.03
5222,2010,10,25,7.2,VANUATU,VANUATU ISLANDS,-17.541,168.069,82,0.23
5343,2010,13,10,6.9,USA TERRITORY,GUAM, MARIANA ISLANDS,12.484,141.476,81
5342,2010,25,20,7.8,INDONESIA,SUMATRA,-3.487,100.082,60,16.9
5402,2010,21,14,7.4,JAPAN,BONIN ISLANDS,26.901,143.698,85,0.13
5403,2010,25,16,7.3,VANUATU,VANUATU ISLANDS,-19.702,167.947,82,0.15
5419,2011,9,24,6.5,VANUATU,VANUATU ISLANDS,-19.157,168.311,82,0.03
5406,2011,11,28,6.8,CHILE,CENTRAL CHILE,-36.474,-73.125,89,0.15
5407,2011,21,6,6.1,NEW ZEALAND,SOUTH ISLAND,-43.583,172.68,81,
5412,2011,9,32,7.5,JAPAN,HONSHU ISLAND,38.435,142.842,85,0.6
5413,2011,11,30,9.1,JAPAN,HONSHU ISLAND,38.297,142.372,85,38.9
5429,2011,7,42,7.1,JAPAN,E. COAST HONSHU ISLAND,38.276,141.588,85,0.08
5432,2011,24,52,7.3,USA,ATKA, ALEUTIAN ISLANDS, AK,52.05,-171.836
5433,2011,27,,,UK,PLYMOUTH, ENGLAND,50.5,-3,73
5430,2011,6,17,7.6,NEW ZEALAND,KERMADEC ISLANDS,-29.539,-176.34,81,1.2
5431,2011,10,23,7,JAPAN,OFF EAST COAST OF HONSHU ISLAND,38.034,143.264,85,0.09
5435,2011,30,,,NORWAY,LYSEFJOREN, WESTERN NORWAY,59.05,6.64,73
5434,2011,6,,,NORWAY,LYSEFJOREN, WESTERN NORWAY,59.05,6.64,73
5437,2011,20,32,7.1,VANUATU,VANUATU ISLANDS,-18.365,168.143,82,0.18
5436,2011,20,28,7,VANUATU,VANUATU ISLANDS,-18.311,168.218,82,0.18
5438,2011,2,32,6.8,USA,FOX ISLANDS, ALEUTIAN ISLANDS, AK,52.171,-171.708
5439,2011,21,33,7.4,NEW ZEALAND,KERMADEC ISLANDS,-28.993,-176.238,81,0.14
5442,2012,2,23,7,VANUATU,VANUATU ISLANDS,-17.827,167.133,82,0.08
5446,2012,14,12,6.9,JAPAN,HOKKAIDO ISLAND,40.887,144.944,85,0.2
5447,2012,20,20,7.4,MEXICO,S. MEXICO,16.493,-98.231,88,0.2
5449,2012,11,20,8.6,INDONESIA,OFF W. COAST OF N SUMATRA,2.327,93.063,60,
5450,2012,11,25,8.2,INDONESIA,OFF W. COAST OF N SUMATRA,0.802,92.463,60,
5451,2012,14,11,6.3,VANUATU,VANUATU ISLANDS,-18.972,168.741,82,
5460,2012,15,,,GREENLAND,ILULISSAT ICEFJORD,69.2,-51.3,72,
5462,2012,27,28,7.3,EL SALVADOR,EL SALVADOR-NICARAGUA,12.139,-88.59,88,6.3
5463,2012,31,28,7.6,PHILIPPINES,PHILIPPINE ISLANDS,10.811,126.638,84,0.15
5464,2012,5,35,7.6,COSTA RICA,COSTA RICA,10.085,-85.315,88,0.16
5467,2012,28,14,7.7,CANADA,BRITISH COLUMBIA,52.788,-132.101,88,12.98
5468,2012,7,24,7.3,GUATEMALA,GUATEMALA,13.988,-91.895,88,0.35
5469,2012,7,31,7.2,JAPAN,OFF EAST COAST OF HONSHU ISLAND,37.89,143.949,85,1
5471,2012,28,,,CHINA,ZHAOJUN BRIDGE, HUBEI PROVINCE,31.256,110.733,84
5472,2013,5,10,7.5,USA,SE. ALASKA, AK,55.393,-134.652,87
5476,2013,6,24,7.9,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.766,165.114,82,11
5477,2013,8,21,7,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.928,166.018,82,
5479,2013,19,110,7.2,RUSSIA,S. KURIL ISLANDS,46.221,150.788,86,0.2
5483,2013,13,,,USA,NORTHWEST ATLANTIC OCEAN,,,75,1.8
5491,2013,21,17,6.5,NEW ZEALAND,COOK STRAIT,-41.704,174.337,81,0.07
5519,2013,16,10,6.5,NEW ZEALAND,WELLINGTON,-41.767,174.061,81,
5506,2013,24,47,,PAKISTAN,OFF COAST GWADAR,25.18,62.26,60,0.26
5533,2013,25,26,7.1,JAPAN,E. COAST HONSHU ISLAND,37.149,144.679,85,0.4
5534,2013,17,10,7.8,ANTARCTICA,SCOTIA SEA,-60.296,-46.362,71,0.15
5555,2014,16,20,6.7,CHILE,NORTHERN CHILE,-19.925,-70.628,89,
5557,2014,1,20,8.2,CHILE,NORTHERN CHILE,-19.642,-70.817,89,4.4
5558,2014,3,40,7.6,CHILE,NORTHERN CHILE,-20.4,-70.135,89,
5559,2014,12,29,7.6,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.315,162.211,82,
5560,2014,13,35,7.4,SOLOMON ISLANDS,SOLOMON ISLANDS,-11.451,162.069,82,
5563,2014,18,24,7.2,MEXICO,GREYMOUTH,17.552,-100.816,88,
5564,2014,19,31,7.5,PAPUA NEW GUINEA,SOLOMON SEA,-6.72,154.931,82,
5572,2014,23,20,6.9,NEW ZEALAND,S OF RAOUL ISLAND, KERMADEC ISLANDS,-30.118,-177.67,81
5571,2014,23,108,7.9,USA,ALEUTIAN ISLANDS, AK,51.797,178.76,87
5574,2014,11,11,6.5,JAPAN,SANRIKU,37.04,142.425,85,0.2
5575,2014,25,10,6.1,USA,PALMA BAY, AK,58.358,-137.13,87
5577,2014,9,16,7.1,CHILE,EASTER ISLAND REGION,-32.115,-110.779,89,
5607,2014,14,40,7.3,EL SALVADOR,GULF OF FONSECA,12.526,-88.123,88,
5578,2014,15,35,7.1,INDONESIA,N. MOLUCCAS ISLANDS,1.928,126.54,83,0.09
5580,2015,16,23,6.7,JAPAN,HONSHU,39.83,142.89,85,
5582,2015,19,10,6.4,VANUATU,VANUATU ISLANDS,-16.431,168.148,82,
5581,2015,29,40,7.5,PAPUA NEW GUINEA,BISMARCK SEA,-4.76,152.556,82,0.5
5584,2015,2,33,5.7,JAPAN,S. OF HONSHU ISLAND,31.594,140.167,85,0.5
5583,2015,5,42,7.5,PAPUA NEW GUINEA,NEW BRITAIN,-5.465,151.886,82,
5603,2015,1,,,SCOTLAND,NORTH SEA,,,73,0.18
5589,2015,10,12,6.7,SOLOMON ISLANDS,SOLOMON ISLANDS,-9.303,158.396,82,0.01
5588,2015,18,10,7,SOLOMON ISLANDS,SANTA CRUZ ISLANDS,-10.444,165.172,82,0.09
5591,2015,27,29,6.9,USA,FOX ISLANDS, ALEUTIAN ISLANDS, AK,52.736,-169.446
5590,2015,16,22,8.3,CHILE,CENTRAL CHILE,-31.573,-71.674,89,13.6
5596,2015,18,,,USA,ICY BAY, AK,60.08,-141.3,87
5592,2015,11,10,6.9,CHILE,CENTRAL CHILE,-29.439,-72.105,89,0.55
