ID,YEAR,DAY,FOCAL_DEPTH,PRIMARY_MAGNITUDE,COUNTRY,LOCATION_NAME,latitude,longitude,REGION_CODE,MAXIMUM_WATER_HEIGHT
375,1706,5,,,SPAIN,TENERIFE, CANARY ISLANDS,28.271,-16.641,73
3148,1707,,,,GREECE,ISLAND OF THIRA,,,50,
3149,1707,20,,,ITALY,BAY OF NAPLES,,,50,
2952,1707,28,,8.4,JAPAN,ENSHUNADA,34.1,137.8,85,11
377,1707,28,,8.4,JAPAN,NANKAIDO,33.2,134.8,85,25.7
379,1708,13,,7,JAPAN,TOKAIDO,34,137,85,
380,1708,28,,,INDONESIA,BANDA SEA,-3.69,128.15,83,
381,1710,6,,,INDONESIA,BANDA SEA,-4.53,129.9,83,
3576,1710,16,,5.5,CHINA,HUNAN PROVINCE,27.8,111.6,84,2
383,1711,5,,7,INDONESIA,BANDA SEA,-4,129,83,1.2
384,1711,20,,6.7,JAPAN,SEIONAIKAI, JAPAN,34.3,134,85
3150,1714,30,,,ITALY,CAMPANIA,40.821,14.426,50,
3351,1714,4,,,MYANMAR (BURMA),AVA (INNWA),21.85,95.967,60,
385,1715,23,80,7.5,PERU,PERU,-17.3,-70.8,89,
386,1715,29,,6.6,JAPAN,SEIKAIDO,33.3,131.7,85,
387,1716,24,,,PHILIPPINES,TAAL, LUZON ISLAND,14.002,120.993,84
5502,1716,,,,JAPAN,OSHIMA ISLAND,34.73,139.4,85,
388,1718,5,,,JAPAN,TOKAIDO,,,85,
3151,1719,,,,ITALY,BAY OF NAPLES,,,50,
3152,1721,24,,,SPAIN,BALEARIC ISLANDS,,,50,
3581,1721,,,,TAIWAN,TAINAN,23,120.2,84,
390,1722,24,,,JAPAN,ISE BAY, JAPAN,,,85
392,1722,,,,INDONESIA,DJAKARTA (JAKARTA), JAVA,-6.174,106.829,60
393,1722,27,,,PORTUGAL,TAVIRA, ALGARVE,37.2,-7.6,73
394,1723,18,,7,GREECE,IONIAN SEA,38.5,20.5,50,
3153,1723,28,,,ITALY,BAY OF NAPLES,,,50,
3687,1724,,,,PERU,CENTRAL PERU,,,89,
397,1725,27,50,,PERU,S. PERU,-16.6,-72.7,89,2
399,1726,1,,6.6,JAPAN,KATSUYAMA,36.3,136,85,
3154,1726,1,,5.8,ITALY,NORTHERN SICILY,38.117,13.35,50,
398,1726,,,,VENEZUELA,PENINSULA DE ARAYA,10.633,-64.3,74,
3157,1727,4,,5.2,ITALY,SICILY CHANNEL,37.5,13,50,
3158,1730,23,,,ITALY,TORRE ANNUNZIATA,,,50,
400,1730,8,,8.7,CHILE,CENTRAL CHILE,-32.5,-71.5,89,8
5424,1730,10,,7.6,JAPAN,KASHIMA,36.2,142.2,85,
4252,1731,8,,,NORWAY,WESTERN NORWAY,62.333,6.967,73,
3159,1731,20,,,ITALY,TYRRHENIAN SEA,41.51,15.5,50,
401,1731,7,,6.6,JAPAN,SANRIKU,,,85,
404,1732,25,,,MEXICO,S. MEXICO,16.8,-99.9,88,3
405,1732,,,,GREECE,ISLAND OF KERKYRA (CORFU),39.5,20,50,
406,1732,4,,6.5,JAPAN,KUJUKURI BEACH, JAPAN,35.2,140.8,85
403,1732,,,,JAPAN,HACHIJO ISLAND, JAPAN,33.1,139.767,85
407,1735,27,,,PHILIPPINES,E. LUZON ISLAND,15.8,121.7,84,
2691,1737,11,,,INDIA,CALCUTTA,,,60,
412,1737,16,,,RUSSIA,KAMCHATKA,51.1,158,86,15.24
414,1737,17,,7.5,RUSSIA,KAMCHATKA,50,157,86,
415,1737,24,,8,CHILE,SOUTHERN CHILE,-43,-74,89,
416,1738,19,,6.5,GREECE,MILOS ISLAND, AEGEAN ISLANDS,36.8,24.4,50
3160,1741,31,,7.3,GREECE,ISLAND OF RHODES,36.2,28.5,50,
419,1741,29,,6.9,JAPAN,W. HOKKAIDO ISLAND,41.5,139.37,85,90
3161,1742,16,,,ITALY,LIVORNO,43.5,10.2,50,
3489,1742,21,,,GREECE,CORINTH GULF,,,50,
420,1742,23,,,CHILE,CENTRAL CHILE,-36.8,-73,89,
421,1742,18,,7,RUSSIA,N. KURIL ISLANDS,51.5,157,86,
3163,1742,19,,,ITALY,TUSCANY COAST,,,50,
3164,1743,20,,6.9,ITALY,IONIAN AND ADRIATIC SEAS,39,20.3,50,
422,1744,,,,PHILIPPINES,N. LUZON ISLAND,17,121,84,
424,1746,29,30,8,PERU,CENTRAL PERU,-11.996,-77.198,89,24
425,1746,26,,,PORTUGAL,PORTUGAL,,,73,
427,1747,,,,JAPAN,IZU PENINSULA, HACHIJO ISLAND,33.1,139.8,85
428,1747,,,,PHILIPPINES,SOUTHEASTERN LUZON ISLAND,13.6,123.2,84,
429,1748,14,,6.8,GREECE,CORINTHOS-PATRAS GULF,38.3,22.1,50,
431,1749,12,,,PHILIPPINES,TAAL, LUZON ISLAND,14.002,120.993,84
3688,1750,,,,BULGARIA,MARITZA RIVER,42.1,24.8,50,
3165,1750,17,,,CROATIA,RIJEKA,46,12.25,50,
434,1750,,,,MYANMAR (BURMA),MYANMAR (BURMA) COAST,18.8,93.633,60,
433,1750,,,,VENEZUELA,CUMANA,10.7,-64.1,74,
439,1751,20,,6.6,JAPAN,NW. HONSHU ISLAND,37.2,138.1,85,
440,1751,25,,8.5,CHILE,CENTRAL CHILE,-37,-73,89,3.5
441,1751,24,,,JAPAN,MIYAGI,,,85,
2388,1751,15,,7.3,HAITI,PORT-AU-PRINCE,18.5,-72.3,74,
443,1751,18,,7.3,DOMINICAN REPUBLIC,AZUA  DE COMPOSTELA,18.5,-70.7,74,
3166,1751,21,,,ITALY,LIGURIAN SEA,43.8,9,50,
444,1751,21,,,HAITI,PORT-AU-PRINCE,18.5,-72.3,74,
445,1752,28,,,PORTUGAL,PORTUGAL,40.4,-8.7,73,
446,1752,21,,7,SYRIA,LATAKIA,,,50,
447,1754,,,6,TAIWAN,E. CHINA SEA,25.3,121.4,84,
449,1754,18,,6.5,INDONESIA,BANDA SEA,-3.5,128.5,83,
452,1754,1,,,MEXICO,S. MEXICO,16.8,-99.2,88,4
3490,1754,2,,7.2,TURKEY,MARMARA SEA,40.6,30,50,
453,1754,7,,,INDONESIA,BANDA SEA,-3.5,128.5,83,
3491,1754,16,,,TURKEY,MARMARA SEA,,,50,
2853,1754,15,,,PHILIPPINES,TAAL, LUZON ISLAND,14.002,120.993,84
2441,1755,4,,,USA,LAKE ONTARIO,43.5,-78,75,1.52
456,1755,1,,8.5,PORTUGAL,LISBON,37,-10,73,18.3
4267,1755,2,,,PORTUGAL,SW PORTUGAL,37,-10,73,
457,1755,5,,,UK,RIVER TEES, ENGLAND,54.68,-1.21,73
4284,1755,16,,,SPAIN,CORUNA,,,73,
459,1755,18,,,USA,MASSACHUSETTS: EAST OF CAPE ANN,42.7,-70.3,75,
4266,1755,21,,,PORTUGAL,SW PORTUGAL,37,-10,73,
4285,1756,31,,,SPAIN,BALEARES,,,73,
460,1756,27,,,UK,ILFRACOMBE, ENGLAND,51.208,-4.122,73
4253,1756,,,,NORWAY,WESTERN NORWAY,62.767,7.9,73,
461,1756,29,,,PORTUGAL,LISBON,38.7,-9.1,73,
3167,1756,22,,7,ITALY,GARGANO PENINSULA,37.7,22.8,50,
462,1757,9,,,PORTUGAL,AZORES,38.65,-28.08,73,
463,1757,15,,,UK,SCILLY ISLANDS, ENGLAND,49.92,-6.32,73
465,1757,24,,7.5,INDONESIA,JAKARTA,-6,107,60,0.5
3492,1758,,,,GREECE,NORTH EVOIKOS GULF,,,50,
466,1759,30,,,ISRAEL,AKKO,33,35.5,50,8
467,1760,21,,,GERMANY,GERMANY & DENMARK,,,73,
3188,1760,16,,,ITALY,BAY OF NAPLES,,,50,
468,1761,31,,8.5,PORTUGAL,SW PORTUGAL,34.5,-13,73,2.4
469,1761,28,,,UK,MOUNT'S BAY, ENGLAND,50.033,-5.417,73
470,1761,14,,,UK,GUERNSEY, ENGLISH CHANNEL,49.465,-2.585,73
471,1762,2,,,BANGLADESH,NORTHERN BAY OF BENGAL,22,92,60,1.83
472,1762,26,,,NORWAY,NORWAY: BERGEN,60.383,5.333,73,
473,1762,27,,,UK,THE THAMES, ENGLAND,51.5,0.1,73
474,1762,31,,6.6,JAPAN,NW. HONSHU ISLAND,38.1,138.7,85,
475,1763,29,,7.4,JAPAN,SANRIKU,40.8,142,85,5
476,1763,11,,7.8,JAPAN,N. SANRIKU,41,142.5,85,
477,1763,15,,7.1,JAPAN,SANRIKU, HACHIONHE,40.7,142,85
479,1763,12,,,INDONESIA,BANDA SEA,-6,130,83,9
480,1763,18,,,UK,WEYMOUTH, ENGLAND,50.6,-2.466,73
481,1764,11,,,UK,BRISTOL, ENGLAND,51.45,-2.583,73
3546,1764,26,,,PORTUGAL,LISBON,38.7,-9.2,73,
484,1765,,,,CHINA,SOUTH CHINA SEA,23.12,113.25,84,9
485,1765,23,,,SWEDEN,SWEDEN,65.2,21.3,73,1.2
5489,1765,,,,CHILE,CENTRAL CHILE,-33.05,-71.617,89,
487,1766,8,,6.9,JAPAN,SANRIKU,40.9,140.7,85,
2320,1766,22,,6.5,TURKEY,MARMARA SEA,40.8,29,50,
489,1766,12,25,6.8,CUBA,SANTIAGO DE CUBA,19.9,-76.1,74,
490,1766,21,,7.5,VENEZUELA,CUMANA,10.47,-64.17,74,
492,1767,24,,,MARTINIQUE (FRENCH TERRITORY),MARTINIQUE & BARBADOS,14.4,-61,74,
493,1767,5,,,IRELAND,IRELAND,,,73,1.5
494,1767,22,,,CHINA,SOUTH CHINA SEA,22.2,113.55,84,
495,1767,28,,,UK,LONDON, ENGLAND,51.5,-0.08,73
2932,1767,,,,USA TERRITORY,GUAM, MARIANA ISLANDS,14,143.3,81
496,1768,22,,7.5,PAPUA NEW GUINEA,CAPE SAINT GEORGE, NEW IRELAND,-4.85,152.8,82
497,1768,22,,6.5,JAPAN,RYUKYU ISLANDS,26.2,127.5,85,1.2
2748,1769,3,,,HAITI,PORT-AU-PRINCE,18.5,-72.3,74,
499,1769,29,,7.4,JAPAN,SW. KYUSHU ISLAND,32.3,132,85,
3493,1769,,,6.5,GREECE,CORINTH GULF,38.4,12.2,50,
501,1770,3,,,HAITI,PORT-AU-PRINCE,18.5,-72.3,74,
502,1770,,,,PHILIPPINES,W. LUZON ISLAND,14.6,120.98,84,
500,1770,,,7,INDONESIA,SW. SUMATRA,-5,102,60,
503,1771,24,,7.4,JAPAN,RYUKYU ISLANDS,24,124.3,85,85.4
504,1771,9,,,INDONESIA,N. MOLUCCAS ISLANDS,0.8,127.325,83,
3494,1772,24,,,GREECE,AEGEAN SEA,38.8,26.7,50,
2767,1773,6,,,MOROCCO,TANGIERS,35.8,-5.83,50,9
507,1773,3,,,GUATEMALA,GUATEMALA-NICARAGUA,14.6,-90.7,88,
508,1773,,,,INDONESIA,KALIMANTAN ISLAND,,,83,
3189,1774,24,,,ITALY,LIVORNO,,,50,
3190,1774,24,,,,MEDITERRANEAN SEA,,,50,
510,1774,,,,CANADA,NEWFOUNDLAND,,,75,
2768,1775,11,,,CUBA,SANTIAGO DE CUBA,19.9,-76,74,
2389,1775,,,,HAITI,HAITI: UNKNOWN LOCATION,19,-72.3,74,
513,1775,18,,,INDONESIA,AMBON ISLAND,-3.7,128.2,83,
3191,1775,22,,,FRANCE,ISLAND OF CORSICA,,,50,
515,1775,,,,JAPAN,AWA, BOSO, JAPAN,,
517,1775,18,,,HAITI,HAITI & DOMINICAN REPUBLIC,19,-72.4,74,
518,1777,14,,,SWEDEN,SWEDEN: SUNDVAL,62.366,17.333,73,
3468,1778,4,,,BALTIC SEA,BALTIC SEA,,,40,
3495,1778,16,,,GREECE,AEGEAN SEA,,,50,
520,1778,,,,JAPAN,HIGO, JAPAN,,,85
523,1780,18,,,RUSSIA,S. KURIL ISLANDS,,,86,
524,1780,29,,7.5,RUSSIA,S. KURIL ISLANDS,45.3,151.2,86,12
525,1780,9,,,JAPAN,SW. KYUSHU ISLAND,31.6,130.7,85,2
526,1780,3,,,JAMAICA,SAVANNA LA MAR,18.2,-78.1,74,3
528,1780,31,,,JAPAN,SW. KYUSHU ISLAND,31.6,130.7,85,
529,1781,11,,,JAPAN,SW. KYUSHU ISLAND,31.58,130.67,85,
5640,1781,,,,TAIWAN,KAOHSIUNG,24,121,84,30
530,1781,1,,,JAMAICA,JAMAICA: UNKNOWN LOCATION,18.1,-77.3,74,
531,1781,2,,,JAMAICA,JAMAICA,,,74,3
533,1782,22,,7,TAIWAN,TAIWAN STRAIT,24.5,120.5,84,10
534,1782,22,,7.3,JAPAN,ODAWARA, SAGAMI BAY,35.1,139.7,85
3208,1783,5,,,ITALY,TYRRHENIAN CALABRIA,38.9,17.1,50,
2769,1783,5,13,6.9,ITALY,TYRRHENIAN CALABRIA,38.3,15.967,50,
3209,1783,6,6,5.9,ITALY,MESSINA STRAITS,38.217,15.633,50,16
3689,1783,7,,6.6,ITALY,TYRRHENIAN CALABRIA,38.583,16.2,50,
3210,1783,1,,5.9,ITALY,TYRRHENIAN CALABRIA,38.767,16.3,50,
3690,1783,24,,,ITALY,MESSINA STRAITS,38.25,15.717,50,
3211,1783,28,18,6.9,ITALY,TYRRHENIAN CALABRIA,38.783,16.467,50,
3212,1784,7,,4.1,ITALY,IONIAN CALABRIA,38.317,16.4,50,
4221,1784,9,,,ITALY,TYRRHENIAN CALABRIA,,,50,
3213,1784,19,,4.1,ITALY,MESSINA STRAITS,38.167,15.633,50,
539,1784,28,,,MEXICO,S. MEXICO,16.9,-99.9,88,3
3685,1784,13,,8,PERU,S. PERU,-16.5,-72,89,
544,1787,28,,8.3,MEXICO,SAN MARCOS,16.5,-98.5,88,4
545,1787,3,,7.3,MEXICO,SAN MARCOS,15.5,-97,88,4
547,1787,27,,,JAMAICA,MONTEGO BAY,18.47,-77.92,74,
540,1787,,,,PORTUGAL,AZORES,38.5,-28,73,
548,1788,8,,,IRISH SEA,IRISH SEA,,,73,
549,1788,21,,8,USA,ALASKA PENINSULA, AK,57,-153,87
551,1788,6,,8,USA,SHUMAGIN ISLANDS, AK,55,-161,87
553,1789,,,,JAPAN,SANRIKU,38,141,85,
554,1790,11,,,USA,E. ALEUTIAN ISLANDS, AK,,,87
3075,1790,9,,,ALGERIA,ORAN,35.7,-0.6,50,
556,1791,15,20,6.8,RUSSIA,KAMCHATKA,56,163,86,
557,1791,13,,,JAPAN,RYUKYU ISLANDS,32.8,130.3,85,11
558,1791,13,,6.5,JAPAN,OASAKA BAY,34.5,135.4,85,
559,1791,2,,7,GREECE,IONIAN SEA,37.8,21,50,
562,1792,23,,,PORTUGAL,AZORES,39,-28,73,
568,1792,21,,6.4,JAPAN,SHIMABARA BAY, KYUSHU ISLAND,32.75,130.3,85
567,1792,21,,,HOLLAND,NORTH SEA,52.37,4.53,73,
569,1792,13,,6.9,JAPAN,W. HOKKAIDO ISLAND,43.5,140.6,85,
3577,1792,9,,6,TAIWAN,TAINAN,23.6,120.5,84,10
570,1792,22,,8.4,RUSSIA,KAMCHATKA,54,162,86,
571,1792,29,,,JAPAN,TOKAIDO,34.5,136.7,85,
560,1792,,,,USA,KODIAK ISLAND, AK,57,-152,87
572,1793,8,,6.9,JAPAN,W. OFF AOMORI,40.85,139.95,85,1.8
573,1793,17,33,8.3,JAPAN,SANRIKU,38.5,144,85,4.5
4962,1793,17,,,UK,PLYMOUTH, ENGLAND,50.363,-4.142,73
3432,1794,11,,5.5,GREECE,CORINTH GULF,38.3,22.3,50,
5585,1795,,,,TRINIDAD AND TOBAGO,PORT-OF-SPAIN,10.7,-61.7,74,
575,1796,29,,,USA,BOGOSLOF ISLAND, AK,54,-167,87
3682,1796,5,,,PHILIPPINES,LUZON ISLAND,16,119.5,84,
576,1797,10,,8,INDONESIA,SW. SUMATRA,0.001,99,60,
577,1797,21,,,JAPAN,SW. KYUSHU ISLAND,31.6,130.7,85,
579,1798,22,,,COSTA RICA,MATINA,10.2,-82.9,74,
578,1798,17,,,FRANCE,FRANCE: AIGEUS-MORTES,43.566,4.183,50,
582,1799,7,,,ICELAND,ICELAND: BASINDER,63.92,-22.695,73,
583,1799,29,,6.4,JAPAN,SW. HONSHU ISLAND,36.6,136.6,85,
580,1799,,,,INDONESIA,SE. SUMATRA,-2,101,60,15
581,1799,,,,PERU,N. PERU,-12,-77,89,
4268,1800,2,,,PORTUGAL,AZORES,,,73,
3214,1802,4,,,CROATIA,BAKAR,45.3,14.4,50,
585,1802,19,,,ANTIGUA AND BARBUDA,ANTIGUA ISLAND & ST. CHRISTOPHER,17.2,-62.4,74,
4303,1802,10,,,UK,SW ENGLAND,,,73,
2376,1802,15,,,VENEZUELA,CUMANA,10.3,-64.5,74,
586,1802,,,,INDONESIA,BANDA SEA,-3.7,128.2,83,
3215,1802,7,,,ALGERIA,HARBOUR OF ALGIERS,36.5,2.9,50,
588,1802,9,,6.6,JAPAN,NW. HONSHU ISLAND,37.7,138.3,85,
590,1804,8,,,GREECE,PELOPONNESUS, GREECE,38.2,21.8,50
4278,1804,13,,,SPAIN,ALBORAN SEA,36.833,-2.833,50,
591,1804,8,,6.7,GREECE,CORINTHOS-PATRAS GULF,38.3,21.8,50,
593,1804,10,,7.3,JAPAN,NW. HONSHU ISLAND,39.05,139.95,85,1
3216,1804,31,,,ITALY,BAY OF NAPLES,,,50,
594,1805,8,,,GREECE,GULF OF PATRAS,,,50,
5610,1805,8,,,AUSTRALIA,NORFOLK ISLAND,-29.06,167.95,81,5
3217,1805,26,,6.6,ITALY,CAMPANIA,41.5,14.467,50,
2467,1806,25,,,USA,SANTA BARBARA, S. CALIFORNIA,34.4,-119.7,88
3218,1806,26,,,ITALY,TERRACINA,41.7,12.7,50,
596,1806,1,,7.5,PERU,CENTRAL PERU,-12.1,-77.1,89,1
3219,1808,2,,5.7,ITALY,ITALIAN COAST,44.833,7.25,50,0.15
599,1808,8,,6.5,JAPAN,E. AWA, TOKUSHIMA PREFECTURE,33.9,134.8,85
600,1808,4,,,JAPAN,TOKAIDO,,,85,
3220,1809,3,,,ITALY,GULF OF LA SPEZIA,44.8,7.2,50,
601,1809,4,,,PORTUGAL,PORTUGAL,,,73,
602,1809,4,,,SOUTH AFRICA,CAPE OF GOOD HOPE,-33.88,18.45,77,
2933,1809,,,,USA TERRITORY,GUAM, MARIANA ISLANDS,14,143.3,81
3642,1810,16,,,GREECE,CRETE,35.5,25,50,
603,1810,25,,6.6,JAPAN,NW. HONSHU ISLAND,39.9,139.9,85,1
5553,1810,,,,NEW ZEALAND,,,,81,
4254,1810,,,,NORWAY,NORTHERN NORWAY,69.433,20.15,73,
604,1811,19,,,CHILE,CENTRAL CHILE,-33,-71.4,89,4
2442,1811,16,,8.5,USA,AR: NE -  NEW MADRID EARTHQUAKES,35.6,-90.4,75,
2443,1811,16,,8,USA,AR: NE  - NEW MADRID EARTHQUAKES,35.6,-90.4,75,
2444,1812,23,,8.4,USA,NEW MADRID, MO,36.3,-89.6,75
2445,1812,7,,8.8,USA,NEW MADRID, MO,36.5,-89.6,75
607,1812,26,33,7.7,VENEZUELA,LA GUAIRA,10.6,-66.9,74,
3538,1812,23,,,FRANCE,MARSEILLES,43.3,5.366,50,
608,1812,11,,,JAMAICA,KINGSTON,18,-76.8,74,
609,1812,21,,7.5,USA,S. CALIFORNIA,34.2,-119.9,88,3.4
605,1812,,,,USA,SAN FRANCISCO, N. CALIFORNIA,,,88
3221,1813,17,,,ITALY,CAMPANIA,40.817,14.433,50,
610,1813,,,,USA,HAWAII,,,80,
611,1814,,,,INDONESIA,TIMOR ISLAND,-10.217,123.633,60,
613,1815,10,,,INDONESIA,TAMBORA,-8.2,118,60,3.5
3132,1815,11,,,INDONESIA,AMBON ISLAND,-3.7,128.4,83,
615,1815,22,150,7,INDONESIA,BALI SEA,-8,115,60,
616,1816,1,,,INDONESIA,MALACCA STRAIT,5,96.5,60,
618,1816,20,,,JAPAN,W. IZU PENIN., JAPAN,,,85
3496,1817,1,,,GREECE,IONIAN SEA,,,50,
2446,1817,8,,,USA,PHILADELPHIA, PENNSYLVANIA,39.95,-75.1,75
3222,1817,14,,,ITALY,SICILY CHANNEL,37.5,13,50,
619,1817,23,,6.8,GREECE,CORINTHOS-PATRAS GULF,38.3,22.1,50,5
620,1818,,,,GREECE,ATHENS,,,50,
3223,1818,20,,6,ITALY,EASTERN SICILY,37.6,15.133,50,
3224,1818,23,,5.6,ITALY,LIGURIA-COTE D'AZUR,43.917,8.033,50,
621,1818,18,,7,INDONESIA,BENGKULU, SUMATRA,-4,101.5,60
622,1818,8,600,8.5,INDONESIA,BALI SEA,-7,117,60,3.5
3225,1818,9,,,ITALY,GENOA,44.75,10.4,50,
3268,1819,8,,,ITALY,GENOA,43.7,8,50,
626,1819,12,,8.5,CHILE,NORTHERN CHILE,-27,-71.5,89,4
629,1819,16,,7.7,INDIA,KUTCH,23,71,60,
630,1819,31,,5.8,NORWAY,NORWAY:  RANA REGION: LUROY,66.416,12.85,73,
623,1819,,,,USA TERRITORY,ASUNCION ISLAND, N. MARIANA ISLANDS,19.67,145.4,81
631,1820,1,,,USA,E. ALEUTIAN ISLANDS, AK,54.52,-164.65,87
3269,1820,17,,6.6,GREECE,ISLAND OF LEVKAS,38.8,20.8,50,
633,1820,4,,7.6,MEXICO,S. MEXICO,17.2,-99.6,88,4
3270,1820,23,,,ITALY,GENOA,,,50,
635,1820,29,80,7.5,INDONESIA,FLORES SEA,-7,119,60,25
3271,1820,29,,6.9,GREECE,ISLAND OF ZAKYNTHOS,37.75,21.25,50,
3561,1820,,,6.2,CONGO,GOLD COAST,-4.5,11.6,77,
637,1821,6,,6.5,GREECE,IONIAN SEA,37.8,21.3,50,
2974,1821,10,,,COSTA RICA,LA MATINA,10.1,-83.3,74,
4315,1821,,,,UK TERRITORY,ST HELENA,-15.95,-5.7,70,
2447,1821,3,,,USA,ASSATEAGUE ISLAND, VA,38.083,-75.208,75
636,1821,,,,INDONESIA,FLORES SEA: BIMA,-8.456,118.723,60,
3272,1822,20,,,LEBANON,BEIRUT,,,50,
3273,1822,10,,,ITALY,CALABRIAN ARC,37.45,14.25,50,
640,1822,7,,7.6,COSTA RICA,MATINA,10.1,-83.3,74,
3274,1822,13,,7.1,TURKEY,ANTIOCHIA,36,36,50,
641,1822,20,,8.5,CHILE,CENTRAL CHILE,-33,-72,89,3.6
3275,1823,5,,,ITALY,PALERMO,38.3,14.8,50,
2448,1823,30,,,USA,LAKE ERIE,42.7,-79,75,2.74
642,1823,20,,,CROATIA,DUBROVNIK,,,50,
643,1823,9,150,6.8,INDONESIA,JAVA,-6.5,108.5,60,0.3
3288,1823,,,,CROATIA,ADRIATIC SEA,,,50,
644,1823,30,,,MARTINIQUE (FRENCH TERRITORY),SAINT PIERRE,14.4,-61,74,
646,1824,13,,,GUADELOUPE (FRENCH TERRITORY),BASSE TERRE,16.7,-62.2,74,
647,1824,26,,,PHILIPPINES,W. LUZON ISLAND,14.25,121.25,84,
648,1824,30,,,MARTINIQUE (FRENCH TERRITORY),SAINT PIERRE,14.4,-61,74,
652,1825,3,,,DENMARK,DENMARK,,,73,
653,1825,19,,6.8,GREECE,IONIAN SEA,38.8,20.7,50,
651,1825,26,,6.3,COLOMBIA,SANTA MARTA,11.1,-74.1,74,
654,1825,21,,,USA,UNIMAK ISLAND, AK,54.77,-164.18,87
2934,1825,,,,USA TERRITORY,GUAM, MARIANA ISLANDS,14,143.3,81
655,1825,21,,,TRINIDAD AND TOBAGO,PORT-OF-SPAIN,10.4,-61.3,74,
5445,1826,,,,JAPAN,CHICHI JIMA,27.07,142.21,85,
3289,1826,18,,,ITALY,SENIGALLIA,43.8,13,50,
657,1826,22,,,USA,UNIMAK ISLAND, AK,55,-165,87
4602,1826,,,,NEW ZEALAND,DUSKY SOUND,-45.78,166.48,81,
660,1827,18,,,USA,N. CALIFORNIA,,,88,
658,1827,8,,,USA,ALASKA PENINSULA, AK,,,87
663,1827,9,,,RUSSIA,KAMCHATKA,53,158.5,86,
664,1827,16,,7,ECUADOR,ECUADOR,-1.8,-76.4,89,
659,1827,,,,USA,E. ALEUTIAN ISLANDS, AK,,,87
666,1828,30,,8.3,PERU,CENTRAL PERU,,,89,
667,1828,26,,6.4,JAPAN,AMAKUSA SEA,32.6,129.9,85,
3290,1828,9,,,ITALY,GENOA,44.8,9.2,50,
668,1828,9,,7.5,PHILIPPINES,W. LUZON ISLAND,14.55,120.9,84,
669,1828,18,,6.9,JAPAN,NW. HONSHU ISLAND,,,85,
670,1828,29,,,INDONESIA,FLORES SEA,,,60,
672,1829,23,,7.3,TURKEY,CONSTANTINOPLE,41.1,24.3,50,
673,1829,26,,,CHILE,SC. CHILE,,,89,
674,1830,10,,,HOLLAND,HOLLAND,,,73,
675,1830,18,,,PHILIPPINES,W. LUZON ISLAND,14.55,120.9,84,1
676,1830,16,,,PHILIPPINES,W. LUZON ISLAND,14.55,120.9,84,
3291,1831,26,,,ITALY,SAN REMO,43.8,7.8,50,
3292,1831,2,,,ITALY,SCIACCA,37.05,12.3,50,
677,1831,3,,,TRINIDAD AND TOBAGO,TRINIDAD & ST. CHRISTOPHER,12.4,-61.5,74,
5552,1831,,,,NEW ZEALAND,POVERTY BAY, NORTH ISLAND,-38.7,178,81
3294,1832,8,,,ITALY,CUTRO,39,17,50,
678,1833,19,,6.4,ALBANIA,ALBANIA,40.4,19.9,50,
680,1833,10,,,MEXICO,S. MEXICO,16.8,-99.9,88,
3578,1833,6,,8,CHINA,YUNNAN PROVINCE,25.2,103,84,
5657,1833,18,60,7.7,PERU,S. PERU,-18.251,-71.01,89,9
681,1833,24,75,8.3,INDONESIA,SW. SUMATRA,-2.5,100.5,60,
682,1833,7,,7.4,JAPAN,NW. HONSHU ISLAND,38.9,139.15,85,9
684,1834,9,,6.4,JAPAN,W. HOKKAIDO ISLAND,43.3,141.4,85,
685,1834,14,,7,MEXICO,S. MEXICO,16.8,-99.9,88,
689,1835,20,,8.2,CHILE,CENTRAL CHILE,-36.83,-73.03,89,24
690,1835,12,,,GREECE,IONIAN ISLANDS,,,50,
691,1835,20,,7.6,JAPAN,SANRIKU,37.9,141.9,85,5
692,1835,19,,,JAPAN,MIYAGI, JAPAN,,,85
5042,1836,21,,,AUSTRALIA,TASMANIA,-43.3,148.9,81,
695,1836,5,,,INDONESIA,FLORES SEA,-8.3,118.7,60,
3295,1836,24,,,ITALY,ROSSANO,39.6,16.6,50,
697,1836,3,,7.5,CHILE,NORTHERN CHILE,-22.6,-70.3,89,2
700,1836,5,,5.9,JAPAN,SANRIKU,37.7,142,85,
701,1836,28,,7.5,INDONESIA,FLORES SEA,-8.3,118.7,60,
702,1837,1,,,ISRAEL,ISRAEL and SYRIAN COASTS,33,35.5,50,
5626,1837,1,,,NETHERLANDS,VLISSINGEN,51.44,3.57,73,
704,1837,2,,,USA TERRITORY,VIRGIN ISLANDS,,,74,
5494,1837,9,,6.5,MEXICO,ACAPULCO,16.86,-99.88,88,
706,1837,29,100,7.3,INDONESIA,BANDA ACEH,5.5,96,60,
5495,1837,18,,7,MEXICO,MEXICO CITY,19.45,-99.15,88,
707,1837,,,,MICRONESIA,,CAROLINE ISLANDS,7.5,146.5,81
708,1837,7,,8.5,CHILE,SOUTHERN CHILE,-42.5,-74,89,6
710,1838,7,,,CHILE,CENTRAL CHILE,-36.7,-73.1,89,0.8
3296,1838,10,,,CROATIA,RIJEKA,45.3,14.5,50,
711,1839,12,,,CHILE,CENTRAL CHILE,-33.62,-76.83,89,
2329,1839,,,,USA,HAWAII,,,80,
713,1839,1,,7.3,JAPAN,SE. HOKKAIDO ISLAND,42.5,145,85,
5520,1839,,,,NEW ZEALAND,WAIKAWA, SOUTHLAND,-46.627,169.126,81
